0 length 1017;
0 note 83 100;
25 note 83 0;
87 note 83 100;
108 note 83 0;
129 note 60 100;
172 note 60 0;
391 note 79 100;
482 note 79 0;
567 note 77 100;
580 note 62 100;
584 note 77 0;
611 note 62 0;
703 note 62 100;
730 note 62 0;
786 note 78 100;
864 note 79 100;
865 note 78 0;
915 note 81 100;
918 note 79 0;
938 note 81 0;
939 note 83 100;
977 note 83 0;
